start	end	text
448540	449760	и подбираем
449760	450300	вот так.
453200	453680	Ну,
453760	453920	может,
454000	454280	просто
454280	457340	пациент
457340	458420	приходит с запросом,
458420	458980	а команда
458980	459560	помогает
459560	460780	выбрать специалиста.
460860	461700	Какая команда
461700	462460	помогает
462460	463560	выбрать специалиста?
464500	465260	Кто помогает?
465900	466900	Помогает врача?
467000	467860	Врач помогает
467860	468660	себя выбрать?
470660	470940	То есть,
471040	471980	пациент приходит,
472080	472300	говорит,
472400	472960	я хочу
472960	474080	сделать
474080	475480	блефропластику.
475660	476600	Какая команда
476600	477160	помогает
477160	477760	выбрать специалиста?
477760	478180	Да, здесь
478180	479140	тракторы?
479400	479880	Я понял.
480280	480860	Мы поняли, да.
480880	481260	Здесь чуть-чуть
481260	482100	некорректно,
482420	483200	тут формулировка
483200	483700	поправила.
486420	487060	Хорошо.
487060	487100	Хорошо.
488420	490360	Вы обращаете...
490360	490440	Ну,
490660	491080	короче,
491440	492120	непонятно.
493400	494400	Что-то надо...
494400	494680	Да,
494900	495860	я понял,
495960	498220	перепишем.
498360	499600	Я бы тоже
499600	500800	ткани убрала,
501100	502860	а то как-то ткани...
502860	503100	Угу.
504780	505880	Уберите ткани,
505980	506860	не поймите,
506860	507760	тоже не туда,
508840	509540	не про это.
509940	510240	Хорошо.
510240	513560	Дальше.
513560	514480	Сильная
514480	515060	врачебная
515060	515580	команда
515580	516300	для точного
516300	517300	и естественного
517300	518560	результата.
522180	523240	Главная
523240	523700	сила
523700	524340	клиники
524340	525080	врачебная
525080	525740	команда
525740	527000	пластические
527000	527520	хирурги,
527660	528280	косметологи,
528400	529100	специалисты
529100	529560	смежных
529560	530220	направлений
530220	531800	с серьезной
531800	532720	подготовкой,
532900	533460	опытом
533460	534300	и собственным
534300	535300	профессиональным
535300	536180	фокусом.
536180	539980	Это сложно,
540120	540220	да?
540920	541180	Да,
541360	541960	главная
541960	542520	сила
542520	543240	клиники,
543480	543800	тоже
543800	544620	не понимаю,
544800	545240	главная
545240	545680	сила.
546720	546960	Это
546960	547580	любой так,
547660	548280	любой так
548280	549040	может написать.
550800	551420	Любая
551420	551900	клиника,
551980	552360	вода.
554560	555240	Не
555240	556120	про то,
556340	557040	не про это,
557160	557600	мне кажется,
557700	557980	во-первых.
558100	558400	Во-вторых,
558440	558900	у нас нет
558900	559660	специалистов
559660	560160	смежных
560160	560780	направлений,
560900	561320	у нас только
561320	562020	пластические
562020	562560	хирурги
562560	563680	и косметолог.
565000	565340	Тоже
565340	566000	не про нас.
566180	569400	Как лучше
569400	569920	написать?
571060	571460	Что здесь,
572020	572360	на что
572360	573100	сделать акцент?
576420	576980	Мне кажется,
576980	577800	это вот страница
577800	578380	о клинике,
578500	578660	и мы
578660	580240	в общем
580240	580940	рассказываем,
581180	581420	кто мы,
581480	581740	что мы,
581820	582540	наша уникальность,
582620	582800	в чем.
584400	584660	То есть
584660	584940	у нас
584940	587000	вся точечная
587000	587700	информация,
587800	588600	она на каждой
588600	588960	странице
588960	589840	о враче,
590000	590640	о услуге,
590680	591660	но здесь
591660	592520	на странице
592520	593680	о клинике
593680	594100	мы здесь
594100	594420	как бы
594420	595080	просто
595080	595460	общим
595460	596280	можно
596280	596660	чуть-чуть
596660	597140	воду
597140	597900	налить.
600060	600540	Ну,
600700	601100	я бы
601100	601680	написала,
601840	602020	что
602020	602980	у нас
602980	603560	в клинике
603560	604380	индивидуальный
604380	604800	подход
604800	605380	к каждому
605380	606340	пациенту
606340	607580	от
607580	608440	первого
608440	609140	визита
609140	610560	до
610560	613340	последнего,
613680	613780	ну,
613880	614760	до окончательного
614760	615400	результата.
615400	615740	то есть,
615740	616480	грубо говоря,
616640	616880	наши
616880	617680	администраторы
617680	618220	прям за
618220	618620	ручку
618620	618960	ведут
618960	619700	пациента
619700	621880	с первой
621880	622900	консультации
622900	623660	до
623660	625240	операции,
625560	625920	до
625920	627080	перевязок
627080	627340	и все
627340	627660	такое.
627780	627940	То есть
627940	628160	у нас
628160	628620	настолько,
628980	629500	у нас не
629500	630100	программа
630100	630740	общается
630740	631540	с пациентами,
631640	632100	у нас люди
632100	632640	общаются
632640	633420	с пациентами,
633540	633900	у нас нет
633900	634280	такого,
634460	634900	что у нас
634900	635860	какой-то
635860	636740	телеграм-бот
636740	637040	всем
637040	637940	управляет,
638540	639120	у нас
639120	639780	девчонки,
639980	640280	и вообще
640280	640840	клиника
640840	641280	сама,
641480	642660	все врачи
642660	643540	чуть ли там
643540	644840	не 24 на 7
644840	646320	находятся
646320	647200	на связи
647200	647640	с
647640	648560	каждым
648560	648920	нашим
648920	649660	пациентом,
649740	650140	и каждый
650140	650700	пациент
650700	651220	для нас
651220	651840	это вот
651840	653700	отдельная
653700	654180	личность
654180	654980	и уникальна.
655100	655320	То есть
655320	656000	у нас
656000	656640	нет такого,
656880	656980	что
656980	658100	всех под
658100	658340	одну
658340	659120	гребенку
659120	660180	или всех
660180	660620	там
660620	662780	в одну
662780	663280	щель,
663400	663520	нет.
664160	665460	Это же
665460	666100	тоже
666100	666680	по факту
666680	668480	такая
668480	668960	вводная
668960	669560	информация,
669700	670140	потому что
670140	671300	мы ее
671300	671720	до этого
671720	672220	описывали,
672300	672720	вы сказали,
672760	673280	это не то,
674640	675220	как бы давайте
675220	675200	!
675200	675200	
675200	675680	больше
675680	679220	в научном
679220	679580	плане.
679700	679800	То есть
679800	679960	мы
679960	681220	согласны,
681320	681600	что здесь
681600	682040	есть такие
682040	683720	неправильные
683720	683940	слова,
684040	684400	главная
684400	685120	сила клиники,
685700	685940	но
685940	687400	в целом
687400	688120	мы тогда
688120	688640	укажем,
688800	688920	что
688920	689800	мы
689800	690720	ведем
690720	692160	Это
692160	692720	искусственный
692720	693180	интеллект
693180	693520	пишет,
693640	693900	что ли,
693940	694060	да?
694460	694800	Вот этот
694800	695220	текст?
695540	695820	Нет,
695900	697180	с копирайтером
697180	697640	работаем.
697640	699900	Давайте
699900	700340	у ИИ
700340	701060	попросим.
704180	704520	Там
704520	704840	ИИ,
704900	705140	наверное,
705140	705640	пишет
705640	705800	уж,
705880	706220	Гузель.
708220	712020	Как-то
712020	714720	мне не очень нравится
714720	715420	вот это вот,
715980	717060	что написано.
717060	723640	надо
723640	724460	наши фишки.
724560	725360	Давайте
725360	726160	мы в чате
726160	727100	предложим просто,
727620	728340	сейчас не будем
728340	729240	догадать
729240	729760	и тратить
729760	730020	время.
730380	731340	Гузель,
731420	731640	надо
731640	732600	перечислить
732600	733460	наши фишки
733460	733860	просто,
734020	734560	а они уже
734560	735400	пусть составят
735400	735740	тогда.
737740	737900	Да,
737940	738240	мы это
738240	739020	просто
739020	739460	предложим
739460	739760	несколько
739760	740160	комментов,
740200	740700	а вы скажете,
740780	741260	это хорошо,
741360	741960	это нехорошо.
742300	742640	Давайте так.
742640	742820	Супер!
742820	745260	поддержим.
748560	748720	Ну,
749000	749340	также,
749660	749920	то есть,
750040	750500	так как
750500	751340	Литмагнит,
751720	752460	первое знакомство
752460	753040	с клиникой,
753160	753900	все дела тоже
753900	754740	мы переводим
754740	756640	либо на документы,
756760	756960	то есть,
757460	758180	человек может
758180	758760	посмотреть,
758920	759040	да,
759240	759500	и
759500	761560	утвердиться
761560	762540	в каких-то документах,
762640	763360	либо получить,
765440	765760	ну,
765880	767280	оставить заявку
767280	768020	на консультацию.
768020	770520	Вот.
771120	771480	Ага.
774740	775260	Так,
775380	775860	все тут
775860	776420	понятно,
777480	778260	клиника внутри
778260	779080	и снаружи.
782300	782820	Да,
782920	783440	что стоит
783440	784200	за каждой
784200	784640	операцией,
784700	784800	ну,
785120	786080	тоже такими,
786160	786380	как бы,
786480	787220	двумя словами
787220	787860	объяснили,
788240	789080	что у нас
789080	789900	работают реально
789900	790420	грамотные
790420	791160	специалисты,
791240	791820	обученные,
792160	792280	ну,
792380	792760	все дела.
794300	794740	Ага.
796280	796540	О,
796540	799920	я запросила фотографию,
799980	800360	она должна
800360	801420	выбрать и прислать.
801960	802620	Так,
802700	803000	вот здесь
803000	803920	у меня почему-то
803920	804660	карточка
804660	805260	Искорнева
805260	805960	ушла,
806180	807120	ее верну.
807920	808640	Здесь еще
808640	809480	Искорнев у нас будет.
810100	811220	Гузель Ильдусовна,
811320	811800	Грицай
811800	812860	и Искорнев,
813120	814040	как этот
814040	814880	соучредитель,
814940	815020	да?
816600	816880	Кто?
816880	817960	Кто соучредитель?
818060	818540	Искорнев?
819180	819340	Да.
820020	820580	Искорнев,
820860	821360	потому что
821360	822000	главный врач
822000	822420	Москва
822420	823200	полтинентал.
824680	824900	Нет,
824960	825380	мы же его
825380	826460	указываем
826460	827180	не только как
827180	828780	московского,
828900	829460	но и нашего.
829680	829820	Ну,
829920	830640	основатель
830640	831560	и главный врач
831560	832920	одновременно,
832960	833080	да.
833960	834200	Нет,
834260	834520	зачем?
834660	835200	Главный врач
835200	835900	у нас в Искорневе
835900	836400	стоит.
836560	837000	Нафига мы
837000	837600	главный врач
837600	838120	Москвы
838120	839000	сюда пишем?
840020	840240	Он
840240	840720	генеральный
840720	841140	директор,
841340	841620	по-моему,
841700	842180	Искорнев.
842340	842800	А ты как
842800	843360	его хочешь?
845440	845920	Можно
845920	846620	какой-нибудь
846620	847040	сильный
847040	847840	вдохновитель.
848960	849120	Ну,
849200	849440	что-то
849440	850040	совсем уж
850040	850400	как-то.
850400	851980	сейчас
851980	852760	на главный
852760	853220	описан
853220	853740	он как
853740	854340	пластический
854340	854700	хирург,
854780	855260	основатель
855260	855940	плотинента
855940	856640	Москва,
856780	857040	один из
857040	857580	учредителей
857580	858240	плотинента
858240	858720	в Казани.
859220	859460	И про
859460	859960	мезобар.
859960	861060	пишем.
862160	863040	Мне кажется,
863220	864060	это...
864060	864300	У нас
864300	865220	этот же
865220	865480	текст
865480	866080	и, по-моему,
866640	867460	другими словами
867460	868640	описан.
868740	868940	Просто
868940	869140	что-то
869140	869560	карточка
869560	870200	не отобразилась.
870420	870560	Не,
870640	871340	а может быть,
871400	871960	там не надо
871960	872620	пластической
872620	873080	хирург
873080	873240	его?
873360	873560	Тогда
873560	874040	с какого
874040	874420	рожна
874420	874760	он тут
874760	875060	на этой
875060	875600	странице
875600	876380	Кузыль-Гумарна?
877480	877820	Да,
877880	878440	здесь акцент
878440	880360	именно на...
880360	881140	Основатель
881140	881680	клиник,
881900	882820	двух клиник,
882900	883220	Москва
883220	883740	плотинента,
883860	884160	Казань
884160	884760	плотинента,
884880	885120	все.
885920	886380	Все,
886500	887180	давайте так.
887820	888460	Потому что
888460	889520	товарный
889520	889940	знак-то
889940	891020	тоже
891020	891640	его,
891820	892040	как говорится,
892100	892580	детище.
893620	894180	Название
894180	894740	и товарный
894740	894980	знак.
897400	898420	Надо указать
898420	899220	как основателя.
899600	900020	Контакты,
900060	900400	контакты.
900460	900940	Давай сначала
900940	901760	посмотрим
901760	902280	контакты.
903040	903440	Страницы
903440	904000	контактов.
907640	907800	Ну,
907980	908480	максимально
908480	908700	там
908700	909860	базовая
909860	910380	страница.
910500	910640	То есть
910640	911280	контакты,
911360	911700	адрес,
911940	912260	карта,
912340	912720	все дела.
913500	914140	А в чем
914140	914960	на этом сайте
914960	915800	такая фишка,
915940	916000	что,
916200	917380	как вы нам
917380	918080	писали тогда,
918200	919200	красиво написали,
919200	919320	то,
919320	920060	что все
920060	920400	сразу
920400	920700	к нам
920700	921220	побегут
921220	921480	прям.
921780	922060	Вау.
923160	923480	Это
923480	923760	очень
923760	924340	зависит.
925920	926520	Суперский
926520	926700	сайт.
926700	926980	А нет,
927040	927180	нам
927180	927800	приходят
927800	928200	потом
928200	929220	с продвижения,
929300	929740	или что вы там
929740	930440	на самом деле?
930440	931440	У нас же,
931560	931840	как бы,
931960	932300	помимо
932300	933420	разработки сайта,
933540	934340	следующие этапы,
934420	934760	это уже
934760	935900	работа с рекламой
935900	937100	и с картами.
937600	937740	И вот
937740	938060	оттуда
938060	938820	как раз-таки
938820	939420	комплексно
939420	939940	мы уже
939940	941840	будем работать.
943140	943500	А вам
943500	944000	самим-то
944000	944400	нравится
944400	944680	сайт,
944740	945180	который вы
945180	945580	сделали?
945580	946460	Мне
946460	946780	лично
946780	947060	вообще
947060	948100	один из
948100	948360	самых
948360	948600	моих
948600	949040	любимых
949040	949540	работ.
950500	950780	Если
950780	951160	честно,
951220	951640	мне тоже
951640	952040	нравится
952040	952420	сайт,
952500	952980	мне нравятся
952980	953320	вот эти
953320	953740	фишки,
953960	954320	которые вы
954320	954520	там
954520	955200	придумали,
955640	955960	вот это
955960	956820	заполнение
956820	957280	всякой
957280	957820	штучки,
958880	958980	ну,
959040	959300	вот эти
959300	959940	навигации
959940	961000	очень прикольные,
961480	962140	как все это
962140	962700	переходит,
962820	963160	мне тоже
963160	963480	нравится.
963540	963920	Мне вообще
963920	964600	нравится сайт,
964700	965140	если честно.
965140	966020	ну,
966220	966780	анимация,
967240	967720	как бы мы
967720	968700	реально,
969000	971300	профессионально
971300	971900	подошли
971900	974340	и по текстам,
974560	975760	и по информации,
975920	976820	и по расположению,
976940	978000	чтобы человеку
978000	978580	в целом было
978580	979200	удобно
979200	980180	им пользоваться,
980260	980340	да,
980440	980700	то есть
980700	982400	мы все
982400	983540	красиво
983540	983920	сделали.
984400	984640	Здесь
984640	985440	вопрос
985440	986180	за вами,
986300	987520	нравится ли вам,
988460	988580	там,
989820	990220	для нас
990220	990480	это
990480	991540	тоже
991540	991920	важно.
991920	992120	Главное,
992160	993880	чтобы клиенты
993880	994680	обращались.
994680	997440	смотри,
997560	997800	Филипп,
997840	998320	а вот когда
998320	998940	заходим
998940	1001340	о клинике,
1001440	1001520	да,
1001600	1002160	там же есть
1002160	1003140	фотки клиники?
1003780	1004380	Что ты хотел?
1005300	1005980	Вот у меня,
1006140	1006460	например,
1007440	1008460	рези в глазах,
1008660	1009360	когда фотка
1009360	1010000	вот такая,
1010260	1010700	а фон
1010700	1011400	вот такой,
1011780	1012220	как будто
1012220	1013100	нужно
1013100	1013860	чуть-чуть,
1015000	1015400	не знаю,
1015560	1015780	либо
1015780	1017760	цвет другой,
1018020	1018200	либо
1018200	1018580	звери,
1018580	1019980	что-то
1019980	1020160	вот,
1020580	1021060	как будто
1021060	1021440	прям
1021440	1022100	такая
1022100	1022940	резкий
1022940	1023500	перепад
1023500	1023960	света
1023960	1024880	фотографии
1024880	1025280	с
1025280	1026580	фоном.
1027120	1027340	А вы
1027340	1027820	про какую
1027820	1028580	именно фотографию,
1028940	1029500	которая вот у меня
1029500	1030220	сейчас на экране,
1030340	1030480	или
1030480	1031400	то,
1031480	1031820	что ниже?
1031840	1032600	Ну и нижнюю,
1032640	1033360	вот если вниз
1033360	1033860	пойти.
1034460	1034700	У вас,
1034820	1034920	конечно,
1035060	1035660	что-то не так
1035660	1036100	кажется,
1036260	1036780	а вот у меня
1036780	1037500	на компьютере
1037500	1039080	как будто бы
1039080	1040900	фотки.
1040900	1042380	они же сами
1042380	1043140	тоже светлые,
1043220	1043780	фон светлый,
1043840	1044120	то есть
1044120	1046140	возможно,
1046320	1046600	знаете,
1046680	1047420	из-за чего у вас?
1047500	1047920	Это может,
1048080	1048280	во-первых,
1048380	1049340	быть небольшое
1049340	1050420	искажение экрана,
1050720	1051260	а во-вторых,
1051340	1051460	ну,
1051540	1052320	у многих клиентов
1052320	1053400	у меня такая ошибка была,
1053820	1054020	что,
1054520	1054760	например,
1054880	1055640	включена система
1055640	1056100	True Tone,
1056220	1057320	чтобы глаза не уставали,
1057400	1058400	оно больше там
1058400	1059620	изменяет цвета,
1059640	1059780	ну,
1059960	1061120	это из предположений,
1061420	1061980	почему у нас
1061980	1062480	по-разному
1062480	1063220	показывается.
1064160	1064260	Ну,
1064340	1064940	и фотографии,
1065060	1065820	которые есть,
1065900	1066600	которые предоставили,
1066680	1067020	которые вот
1067020	1068080	Александра отсняла,
1068340	1069000	их и поставили.
1069000	1072440	Все хорошо,
1072600	1072860	поняла.
1074900	1075940	Гульнара Люсина,
1076080	1076680	вы, если что,
1076780	1077260	вы, если что,
1077280	1078060	выключили микрофон,
1078120	1078740	вас не слышно.
1079620	1079840	Меня?
1080880	1081120	Нет,
1081820	1082380	Гульнара Люсина.
1082800	1082980	Да,
1083160	1083300	да,
1083400	1084740	я умышленно выключила,
1084840	1085880	потому что меня тут муж
1085880	1087860	беспокоил с ужином.
1090920	1091120	Да,
1091240	1091680	в целом,
1091740	1092160	смотрите,
1092300	1093680	в целом у нас что осталось?
1093780	1094460	То есть мы по всем
1094460	1096000	основным страницам прошлись,
1097000	1097840	дизайн вы увидели,
1097980	1098820	текста вы увидели,
1098820	1100520	что мы их там пересобрали,
1100640	1101180	переписали,
1101320	1103060	осталось мелочи доработать.
1104660	1106240	Что от вас сейчас требуется?
1107680	1108560	От вас требуется
1108560	1110080	посмотреть в целом
1110080	1110780	по врачам,
1110920	1110960	да,
1111060	1112040	пройти по каждому
1112040	1113380	тексту врача
1113380	1113960	и посмотреть,
1114100	1115440	все ли там хорошо написано,
1115640	1116520	все ли вам устраивает
1116520	1117160	по тексту,
1117500	1118640	по дизайну у нас понятно,
1118800	1119900	все как бы устраивает,
1119980	1120600	все красиво,
1120680	1121580	оставляем как есть.
1122020	1122700	Нам сейчас нужно
1122700	1123520	утвердить текста
1123520	1125100	и уже как бы
1125100	1126460	можно сдавать проект,
1126560	1126620	да,
1126700	1127560	то есть нам цены там
1127560	1128080	поправить,
1128480	1129460	текста поправить,
1129540	1130380	акцию добавить.
1130380	1131800	А правильно так говорить,
1131880	1132000	да,
1132080	1132480	текста?
1133060	1133860	Или тексты?
1134400	1134860	Тексты.
1135360	1135760	Тексты.
1136540	1137280	Тексты, да?
1137560	1137700	Да.
1138440	1139680	Ну, я этот,
1139800	1140700	я троечником был.
1140700	1146360	В 131 школе невозможно
1146360	1147140	отличником быть.
1149920	1150200	Так,
1150440	1151180	ну, понятно,
1151320	1151600	хорошо,
1151880	1152820	посмотрим еще раз
1152820	1153380	про врачей,
1153460	1153940	поняла я.
1154320	1154680	Цены,
1154840	1155620	Гузель Гумаровна,
1155680	1156500	смотрите сами,
1156680	1157700	я не знаю цены.
1160980	1161480	И то есть,
1161560	1161700	да,
1161740	1162300	нам осталось
1162300	1163640	вот эти моменты
1163640	1164060	подбить,
1164220	1165340	и мы готовы уже
1165340	1166940	как бы обновлять
1166940	1167680	сайт
1167680	1168620	на текущем домине,
1168680	1168780	да,
1168860	1169620	то есть вот на вашем
1169620	1170100	КЗН,
1170640	1171500	заплатинентом.
1172100	1172540	То есть вот
1172540	1174020	нужны будут доступы к нему.
1174420	1175040	Я увидел,
1175160	1176080	сразу скажу,
1176180	1176960	по Васильеву,
1177060	1178160	я вот зашла сейчас
1178160	1179960	к Васильеву
1179960	1180840	на страничку.
1180840	1187220	Что такое
1187220	1188560	липомоделирование?
1188680	1188980	Это типа
1188980	1189700	липосакция,
1189820	1190100	что ли?
1191100	1191560	Это вот,
1191640	1191820	по-моему,
1191900	1192000	то,
1192060	1193200	что он сказал,
1193320	1193740	заменить
1193740	1194600	то,
1194660	1194840	что у нас
1194840	1195480	простыми словами
1195480	1196520	было двумя,
1196660	1197900	на вот эту услугу,
1197940	1198660	на такое название.
1199380	1199640	Ок.
1199900	1200440	Вот дальше,
1200560	1201580	с чем обращаются,
1201640	1202220	вот здесь пишется,
1202300	1203160	с чем обращаются
1203160	1203580	веки,
1203640	1203940	брови
1203940	1205140	и верхняя треть лица?
1207140	1207660	Вообще,
1207860	1208120	он,
1209440	1209820	ну,
1209820	1211920	он от бровей
1211920	1214000	до поп.
1215080	1216180	То есть полностью,
1216280	1216420	нет,
1216500	1217800	неправильно.
1218220	1219780	Вы сейчас акцентировали,
